,carName,carCompany,carAge,carGear,carPrice,carMile,carLocationCity,carLocationState,carColorEx,carColorIn,carAccident,carOwner,carUsage,currentTime,currentDay
4071,Mercedes-Benz C-Class,Mercedes-Benz,2018,C 43 AMG 4MATIC Sedan,"42,985","25,126",Oakland, CA,Black,Black,0,1,Personal,22:51:36,"2021,11,01"
4072,Ford Explorer,Ford,2018,XLT FWD,"26,998","44,773",Peoria, AZ,Gray,Black,0,1,Personal,22:51:36,"2021,11,01"
4073,Toyota Corolla,Toyota,2019,LE CVT,"18,990","53,579",Fort Myers, FL,Silver,Black,0,2,Personal,22:51:36,"2021,11,01"
4074,Ford F-150,Ford,2018,XLT SuperCrew 5.5' Box 4WD,"35,944","27,828",Buford, GA,Black,Black,0,1,Personal,22:51:36,"2021,11,01"
4075,Toyota Tacoma,Toyota,2017,TRD Sport Double Cab 5' Bed V6 RWD Automatic,"30,888","18,337",Plano, TX,White,Gray,0,1,Fleet,22:51:36,"2021,11,01"
4076,Kia Optima,Kia,2015,LX,"13,988","89,037",National City, CA,White,Beige,1,2,Personal,22:51:36,"2021,11,01"
4077,Toyota Corolla,Toyota,2020,LE CVT,"17,599","46,769",Jacksonville, FL,Silver,Gray,0,1,Personal,22:51:36,"2021,11,01"
4078,Ford Edge,Ford,2018,SEL AWD,"24,663","60,136",Michigan Center, MI,Blue,Black,0,Personal,Personal,22:51:36,"2021,11,01"
4079,BMW X3,BMW,2019,sDrive30i RWD,"25,677","71,607",Ocala, FL,Blue,Black,1,2,Personal,22:51:36,"2021,11,01"
4080,Nissan Rogue,Nissan,2018,SV AWD,"18,990","63,729",Riverhead, NY,Silver,Black,0,1,Personal,22:51:36,"2021,11,01"
4081,Honda Civic,Honda,2013,LX Sedan Automatic,"8,980","145,894",Lancaster, OH,Black,Gray,0,3,Personal,22:51:36,"2021,11,01"
4082,Nissan Versa,Nissan,2019,SV Sedan CVT,"13,999","53,326",Miami, FL,Silver,Black,1,1,Fleet,22:51:36,"2021,11,01"
4083,Ford Focus,Ford,2014,SE Sedan,"5,895","140,498",Fayetteville, NC,Gray,Gray,2,3,Personal,22:51:38,"2021,11,01"
4084,Ford Fusion,Ford,2018,SE FWD,"15,977","62,862",Colorado Springs, CO,Blue,Black,0,1,Personal,22:51:38,"2021,11,01"
4085,Nissan Rogue,Nissan,2018,SV AWD,"18,999","62,504",Vero Beach, FL,Black,Black,0,2,Personal,22:51:38,"2021,11,01"
4086,Toyota Highlander,Toyota,2019,XLE V6 FWD,"34,245","33,067",Venice, FL,White,Beige,0,1,Personal,22:51:38,"2021,11,01"
4087,Ford Edge,Ford,2019,SEL AWD,"26,180","56,430",Hicksville, OH,White,Black,0,1,Personal,22:51:38,"2021,11,01"
4088,Ford F-150,Ford,2018,King Ranch SuperCrew 5.5' Box 4WD,"47,698","60,288",Longmont, CO,White,Beige,0,1,Personal,22:51:38,"2021,11,01"
4089,Mercedes-Benz C-Class,Mercedes-Benz,2018,C 300 4MATIC Sedan,"33,791","27,201",Dublin, OH,White,Black,0,2,Personal,22:51:38,"2021,11,01"
4090,Ram 1500,Ram,2014,"Express Crew Cab 5'7"" Box 4WD","17,978","179,115",Corpus Christi, TX,Blue,Gray,3,2,Fleet,22:51:38,"2021,11,01"
4091,Chevrolet Silverado 1500,Chevrolet,2018,LT Crew Cab Short Box 4WD,"39,250","40,769",Lexington, KY,Silver,Black,0,1,Personal,22:51:38,"2021,11,01"
4092,Ford F-150,Ford,2018,XLT SuperCrew 5.5' Box 4WD,"34,190","81,636",Louisville, KY,Gray,Black,0,1,Personal,22:51:38,"2021,11,01"
4093,Chevrolet Malibu,Chevrolet,2018,LT with 1LT,"20,490","50,376",Auburn, IN,Blue,Black,0,2,Personal,22:51:38,"2021,11,01"
4094,Toyota Corolla,Toyota,2019,LE CVT,"15,994","64,044",Miami, FL,Red,Gray,0,1,Personal,22:51:38,"2021,11,01"
4095,Ford F-150,Ford,2020,XL SuperCrew 5.5' Box 4WD,"38,206","36,602",Tuscaloosa, AL,Silver,Unknown,0,1,Personal,22:51:38,"2021,11,01"
4096,Toyota RAV4,Toyota,2018,XLE FWD,"21,516","93,018",Napa, CA,Silver,Black,0,2,Personal,22:51:38,"2021,11,01"
4097,Ford Explorer,Ford,2018,XLT 4WD,"32,499","35,390",Old Bridge, NJ,White,Black,0,1,Personal,22:51:38,"2021,11,01"
4098,Toyota Corolla,Toyota,2019,LE CVT,"18,131","49,461",Port Richey, FL,Black,Black,0,1,Personal,22:51:38,"2021,11,01"
4099,Ford F-150,Ford,2018,Raptor SuperCrew 5.5' Box 4WD,"60,492","59,556",Seguin, TX,White,Black,0,2,Personal,22:51:38,"2021,11,01"
4100,Nissan Altima,Nissan,2016,2.5 S,"12,497","66,690",Morristown, NJ,White,Black,1,4,Fleet,22:51:38,"2021,11,01"
4101,Ford F-150,Ford,2019,Platinum SuperCrew 5.5' Box 4WD,"60,495","9,831",El Paso, TX,White,Black,0,Personal,Personal,22:51:38,"2021,11,01"
4102,Volkswagen Jetta,Volkswagen,2015,1.8T SE Auto (PZEV),"9,992","71,783",Riviera Beach, FL,Red,Black,0,3,Fleet,22:51:38,"2021,11,01"
4103,Nissan Rogue,Nissan,2018,SV AWD,"22,277","35,709",New Rochelle, NY,Silver,Black,0,1,Personal,22:51:38,"2021,11,01"
4104,Kia Sportage,Kia,2019,LX AWD,"21,595","29,956",Saint James, NY,Black,Black,0,1,Personal,22:51:38,"2021,11,01"
4105,Chevrolet Silverado 1500,Chevrolet,2018,LT Double Cab Standard Box 4WD,"33,488","45,870",Concord, NC,Brown,Brown,0,1,Personal,22:51:38,"2021,11,01"
4106,Ford Escape,Ford,2017,SE FWD,"12,498","128,100",Clayton, NC,Black,Black,0,1,Personal,22:51:38,"2021,11,01"
4107,Jeep Cherokee,Jeep,2019,Limited FWD,"24,494","23,354",Pembroke Pines, FL,Red,Black,0,1,Personal,22:51:38,"2021,11,01"
4108,Ford Escape,Ford,2018,SEL FWD,"21,400","35,149",Maple Shade, NJ,White,Gray,0,1,Personal,22:51:38,"2021,11,01"
4109,Ford F-150,Ford,2018,XLT SuperCrew 5.5' Box 4WD,"38,591","42,104",Centennial, CO,Silver,Gray,0,2,Personal,22:51:38,"2021,11,01"
4110,Ford F-150,Ford,2014,XLT SuperCrew 5.5' Box 4WD,"23,487","102,078",Glenwood Springs, CO,Gray,Unknown,0,3,Fleet,22:51:38,"2021,11,01"
4111,Ford F-150,Ford,2020,XLT SuperCrew 5.5' Box 4WD,"41,354","17,449",Tracy, CA,Black,Gray,0,1,Personal,22:51:38,"2021,11,01"
4112,BMW X3,BMW,2019,sDrive30i RWD,"33,295","21,637",San Francisco, CA,Gray,Black,1,1,Personal,22:51:38,"2021,11,01"
4113,Honda CR-V,Honda,2019,EX-L FWD,"27,245","44,408",San Diego, CA,White,Black,0,1,Personal,22:51:44,"2021,11,01"
4114,Jeep Grand Cherokee,Jeep,2018,Laredo E 4WD,"27,390","51,759",North Plainfield, NJ,Black,Black,0,1,Personal,22:51:44,"2021,11,01"
4115,Toyota RAV4,Toyota,2019,XLE FWD,"30,995","8,432",Ft. Walton Beach, FL,White,Brown,0,1,Personal,22:51:44,"2021,11,01"
4116,Ram 1500,Ram,2019,"Big Horn/Lone Star Crew Cab 5'7"" Box 4WD","42,999","23,181",Warrensburg, NY,Black,Black,0,1,Personal,22:51:44,"2021,11,01"
4117,Ford Fusion,Ford,2014,SE FWD,"8,995","118,639",Houston, TX,Gray,Unknown,1,1,Personal,22:51:44,"2021,11,01"
4118,Chevrolet Malibu,Chevrolet,2020,LT,"22,325","32,920",Valencia, CA,White,Black,0,1,Personal,22:51:44,"2021,11,01"
4119,Jeep Cherokee,Jeep,2019,Limited FWD,"27,988","15,004",Gridley, CA,Black,Black,0,2,Personal,22:51:44,"2021,11,01"
4120,Chevrolet Silverado 1500,Chevrolet,2017,LTZ Crew Cab Short Box 4WD,"29,988","128,624",Englewood, CO,Black,Unknown,1,2,Personal,22:51:44,"2021,11,01"
4121,Ford F-150,Ford,2016,XLT SuperCrew 5.5' Box 4WD,"35,457","38,818",Tacoma, WA,White,Black,0,1,Personal,22:51:44,"2021,11,01"
4122,Ford F-150,Ford,2019,Lariat SuperCrew 5.5' Box 4WD,"47,995","34,950",Tomball, TX,White,Black,0,1,Personal,22:51:44,"2021,11,01"
4123,Ram 1500,Ram,2019,"Big Horn/Lone Star Crew Cab 5'7"" Box 4WD","34,600","77,904",Rogers, AR,Gray,Black,0,1,Personal,22:51:44,"2021,11,01"
4124,Nissan Altima,Nissan,2018,2.5 SR,"16,693","94,984",Sanford, NC,Black,Black,2,1,Fleet,22:51:44,"2021,11,01"
4125,Toyota RAV4,Toyota,2018,XLE AWD,"24,613","25,674",Carneys Point, NJ,Gray,Gray,1,1,Personal,22:51:44,"2021,11,01"
4126,Jeep Cherokee,Jeep,2019,Limited 4WD,"26,349","36,752",Highland Park, IL,Gray,Black,0,1,Personal,22:51:44,"2021,11,01"
4127,Chrysler Pacifica,Chrysler,2020,Touring L FWD,"29,248","49,206",Ocala, FL,Silver,Black,0,1,Personal,22:51:44,"2021,11,01"
4128,Toyota Corolla,Toyota,2020,LE CVT,"20,644","45,291",Greenville, SC,White,Unknown,1,2,Fleet,22:51:44,"2021,11,01"
4129,Ford F-150,Ford,2019,XLT SuperCrew 5.5' Box 4WD,"44,990","18,691",Taylorville, IL,Gray,Black,0,1,Personal,22:51:44,"2021,11,01"
4130,BMW X5,BMW,2018,xDrive35i AWD,"40,998","40,803",Pleasanton, CA,White,Brown,1,2,Fleet,22:51:44,"2021,11,01"
4131,Ford F-150,Ford,2018,XLT SuperCrew 5.5' Box 2WD,"30,041","71,897",Santa Cruz, CA,Gray,Gray,0,1,Personal,22:51:44,"2021,11,01"
4132,Ford Super Duty F-250,Ford,2015,"XLT Crew Cab 156"" 4WD","26,988","206,041",Temple, TX,White,Gray,0,2,Personal,22:51:44,"2021,11,01"
4133,Chevrolet Silverado 1500,Chevrolet,2019,RST Crew Cab Short Box 4WD,"45,950","24,823",Wichita, KS,Black,Black,0,1,Fleet,22:51:44,"2021,11,01"
4134,Ram 2500,Ram,2016,"Tradesman Crew Cab 6'4"" Box 4WD","28,999","103,009",Baytown, TX,Black,Gray,0,3,Personal,22:51:44,"2021,11,01"
4135,Ford F-150,Ford,2018,XLT SuperCrew 5.5' Box 4WD,"35,995","71,740",Crestwood, IL,Red,Black,0,1,Personal,22:51:44,"2021,11,01"
4136,Nissan Altima,Nissan,2015,2.5 S,"9,950","147,321",Newark, CA,Black,Unknown,0,2,Personal,22:51:44,"2021,11,01"
4137,Honda Civic,Honda,2019,Sport Sedan CVT,"21,777","31,658",Columbus, GA,White,Black,1,1,Personal,22:51:44,"2021,11,01"
4138,Ford Explorer,Ford,2018,XLT 4WD,"29,482","51,244",Wickliffe, OH,Blue,Black,0,1,Personal,22:51:44,"2021,11,01"
4139,Ford F-150,Ford,2018,XLT SuperCrew 5.5' Box 4WD,"41,990","47,789",Winchester, MA,Red,Black,0,1,Personal,22:51:44,"2021,11,01"
4140,Chevrolet Silverado 1500,Chevrolet,2017,LTZ Crew Cab Short Box 2WD,"31,292","87,097",Naples, FL,Black,Black,0,2,Personal,22:51:44,"2021,11,01"
4141,Toyota RAV4,Toyota,2019,XLE FWD,"27,957","39,269",Miami, FL,White,Black,0,1,Personal,22:51:44,"2021,11,01"
4142,Toyota Tundra,Toyota,2019,SR5 CrewMax 5.5' Bed 5.7L 4WD,"44,409","32,842",Puyallup, WA,White,Black,0,1,Personal,22:51:44,"2021,11,01"
4143,Ford F-150,Ford,2013,XLT SuperCab 6.5' Box 4WD,"24,950","51,598",Sterling, VA,White,Gray,1,1,Personal,22:51:46,"2021,11,01"
4144,Ford F-150,Ford,2019,XLT SuperCrew 5.5' Box 2WD,"36,900","15,812",Mount Dora, FL,White,Black,0,1,Personal,22:51:46,"2021,11,01"
4145,INFINITI Q50,INFINITI,2018,3.0t LUXE AWD,"24,890","33,480",Greatneck, NY,White,Gray,0,1,Personal,22:51:46,"2021,11,01"
4146,Honda Civic,Honda,2018,EX-T Sedan CVT,"19,987","69,767",Huntington Beach, CA,Black,Black,0,2,Personal,22:51:46,"2021,11,01"
4147,Jeep Grand Cherokee,Jeep,2018,Laredo 4WD,"24,495","68,518",Brewster, NY,Black,Black,2,1,Personal,22:51:46,"2021,11,01"
4148,Toyota Camry,Toyota,2019,LE Automatic,"27,988","25,049",Roseville, CA,White,Unknown,0,1,Personal,22:51:46,"2021,11,01"
4149,Jeep Cherokee,Jeep,2019,Limited 4WD,"27,944","44,768",Spencerport, NY,Red,Black,0,1,Personal,22:51:46,"2021,11,01"
4150,Jeep Grand Cherokee,Jeep,2018,Limited 4WD,"35,499","28,127",Newton, MA,Black,Black,0,1,Personal,22:51:46,"2021,11,01"
4151,Toyota Camry,Toyota,2019,LE Automatic,"22,952","36,255",Fort Myers, FL,Black,Gray,0,1,Personal,22:51:46,"2021,11,01"
4152,Ford F-150,Ford,2018,XL SuperCrew 5.5' Box 4WD,"36,681","25,873",Rock Springs, WY,Black,Gray,0,2,Personal,22:51:46,"2021,11,01"
4153,Ford F-150,Ford,2018,XLT SuperCrew 5.5' Box 4WD,"31,750","76,774",Woodbridge, VA,Red,Gray,0,1,Personal,22:51:46,"2021,11,01"
4154,Jeep Cherokee,Jeep,2019,Latitude 4WD,"21,100","51,094",Boise, ID,White,Black,1,1,Personal,22:51:46,"2021,11,01"
4155,Toyota Camry,Toyota,2014,2014 SE I4 Automatic,"11,995","88,279",Braintree, MA,White,Black,1,2,Personal,22:51:46,"2021,11,01"
4156,Chevrolet Equinox,Chevrolet,2018,LT with 1LT FWD,"21,622","24,950",Elgin, IL,Gray,Black,2,1,Personal,22:51:46,"2021,11,01"
4157,Jeep Grand Cherokee,Jeep,2018,Limited 4WD,"29,495","35,302",Middle Village, NY,Black,Black,0,1,Personal,22:51:46,"2021,11,01"
4158,Honda CR-V,Honda,2019,EX AWD,"28,863","20,537",Columbus, OH,White,Beige,0,2,Personal,22:51:46,"2021,11,01"
4159,Mercedes-Benz C-Class,Mercedes-Benz,2018,C 300 Sedan RWD,"27,988","51,981",Cerritos, CA,Black,Black,0,2,Personal,22:51:46,"2021,11,01"
4160,Ford F-150,Ford,2019,XL SuperCrew 5.5' Box 4WD,"40,572","42,780",Newport News, VA,Black,Unknown,0,2,Personal,22:51:46,"2021,11,01"
4161,Ford F-150,Ford,2018,XLT SuperCrew 5.5' Box 4WD,"32,988","92,213",Dallas, TX,Silver,Gray,0,1,Personal,22:51:46,"2021,11,01"
4162,Toyota Corolla,Toyota,2020,LE CVT,"19,520","54,773",Pinellas Park, FL,Blue,Black,0,1,Fleet,22:51:46,"2021,11,01"
4163,Chevrolet Silverado 1500,Chevrolet,2020,LT Trail Boss Crew Cab Short Bed 4WD,"47,987","11,859",Columbus, TX,White,Black,0,1,Personal,22:51:46,"2021,11,01"
4164,Toyota Corolla,Toyota,2018,LE CVT,"15,998","80,850",Bakersfield, CA,White,Black,0,1,Personal,22:51:46,"2021,11,01"
4165,Toyota RAV4,Toyota,2019,XLE FWD,"29,900","43,623",Palm Coast, FL,White,Gray,0,1,Personal,22:51:46,"2021,11,01"
4166,Ford F-150,Ford,2018,XLT SuperCrew 5.5' Box 4WD,"38,982","44,194",North Attleboro, MA,Black,Gray,0,2,Personal,22:51:46,"2021,11,01"
4167,Ford F-150,Ford,2018,XLT SuperCrew 5.5' Box 2WD,"24,499","144,846",Madison, TN,Gray,Beige,0,1,Personal,22:51:46,"2021,11,01"
4168,Ford Escape,Ford,2015,SE FWD,"12,327","98,828",Corpus Christi, TX,Gray,Black,0,4,Personal,22:51:46,"2021,11,01"
4169,GMC Sierra 1500,GMC,2018,SLT Crew Cab Short Box 4WD,"35,500","114,920",Conway, AR,Black,Black,0,1,Personal,22:51:46,"2021,11,01"
4170,Ford F-150,Ford,2018,XLT SuperCrew 5.5' Box 4WD,"39,300","27,027",Norman, OK,Black,Gray,0,1,Fleet,22:51:46,"2021,11,01"
4171,Mercedes-Benz GLE,Mercedes-Benz,2018,GLE 350 4MATIC SUV,"28,977","64,780",Arlington, VA,Black,Unknown,1,2,Personal,22:51:46,"2021,11,01"
4172,Kia Optima,Kia,2016,LX,"14,597","75,265",San Antonio, TX,Gray,Black,0,2,Personal,22:51:46,"2021,11,01"
4173,Toyota Prius,Toyota,2011,One,"6,700","158,264",Macon, GA,White,Gray,1,2,Personal,22:51:50,"2021,11,01"
4174,Chevrolet Silverado 1500,Chevrolet,2019,RST Crew Cab Short Box 4WD,"45,312","31,950",Columbus, OH,White,Black,0,1,Personal,22:51:50,"2021,11,01"
4175,Kia Optima,Kia,2019,S,"18,444","31,121",Delray Beach, FL,Black,Black,0,1,Personal,22:51:50,"2021,11,01"
4176,Ford F-150,Ford,2019,Lariat SuperCrew 5.5' Box 4WD,"44,000","68,025",Savannah, GA,Silver,Black,0,1,Personal,22:51:50,"2021,11,01"
4177,Chevrolet Volt,Chevrolet,2018,LT,"21,495","21,859",Burbank, CA,Gray,Black,0,1,Personal,22:51:50,"2021,11,01"
4178,Ford F-150,Ford,2018,XLT SuperCrew 5.5' Box 4WD,"39,382","30,597",Auburn, CA,Silver,Beige,1,2,Personal,22:51:50,"2021,11,01"
4179,Ford Escape,Ford,2018,SE FWD,"22,200","34,085",El Paso, TX,White,Gray,0,Personal,Personal,22:51:50,"2021,11,01"
4180,Toyota Camry,Toyota,2018,LE I4 Automatic,"19,495","82,600",Turlock, CA,Black,Black,0,2,Personal,22:51:50,"2021,11,01"
4181,Porsche Macan,Porsche,2018,AWD,"42,998","34,346",Escondido, CA,Black,Black,0,2,Personal,22:51:50,"2021,11,01"
4182,Chevrolet Equinox,Chevrolet,2019,LT with 2LT FWD,"24,878","38,958",Corpus Christi, TX,Black,Black,0,1,Personal,22:51:50,"2021,11,01"
4183,Ford F-150,Ford,2018,Lariat SuperCrew 5.5' Box 4WD,"46,385","46,315",Greenwood, IN,Black,Black,0,1,Fleet,22:51:50,"2021,11,01"
4184,Nissan Altima,Nissan,2017,2.5 SL,"13,995","92,418",Lebanon, TN,Gray,Black,0,3,Personal,22:51:50,"2021,11,01"
4185,Jeep Grand Cherokee,Jeep,2018,Altitude 4WD,"34,951","29,605",Glen Mills, PA,Black,Black,0,1,Fleet,22:51:50,"2021,11,01"
4186,Ford F-150,Ford,2018,XLT SuperCrew 5.5' Box 4WD,"34,953","43,709",Chantilly, VA,White,Gray,0,1,Fleet,22:51:50,"2021,11,01"
4187,Subaru Crosstrek,Subaru,2019,2.0i Premium CVT,"26,654","25,670",Ventura, CA,Black,Black,0,1,Personal,22:51:50,"2021,11,01"
4188,Ford Fiesta,Ford,2019,SE Sedan,"15,326","50,700",Corpus Christi, TX,White,Black,0,1,Fleet,22:51:50,"2021,11,01"
4189,Chevrolet Silverado 1500,Chevrolet,2020,RST Double Cab Standard Bed 4WD,"40,879","26,718",Jackson, MI,White,Black,0,1,Personal,22:51:50,"2021,11,01"
4190,Ford Escape,Ford,2016,SE FWD,"16,000","54,514",Santa Rosa, CA,White,Gray,0,1,Personal,22:51:50,"2021,11,01"
4191,Hyundai Elantra,Hyundai,2018,SEL 2.0L Sedan Automatic,"16,995","64,289",Modesto, CA,Silver,Gray,0,2,Fleet,22:51:50,"2021,11,01"
4192,Ford Super Duty F-250,Ford,2018,Lariat 4WD Crew Cab 6.75' Box,"54,395","79,100",Killeen, TX,Gray,Black,0,2,Personal,22:51:50,"2021,11,01"
4193,Cadillac ATS,Cadillac,2015,Luxury Sedan 2.0T RWD,"9,999","102,192",Houston, TX,Black,Black,0,2,Personal,22:51:50,"2021,11,01"
4194,Chevrolet Silverado 1500,Chevrolet,2017,LT Double Cab Standard Box 4WD,"31,238","80,805",Michigan Center, MI,Black,Black,0,Personal,Personal,22:51:50,"2021,11,01"
4195,Ford Fusion,Ford,2013,SE FWD,"7,799","114,717",Houston, TX,Silver,Black,0,3,Fleet,22:51:50,"2021,11,01"
4196,Ford F-150,Ford,2018,XL SuperCrew 5.5' Box 4WD,"29,895","130,374",El Paso, TX,White,Gray,0,2,Fleet,22:51:50,"2021,11,01"
4197,Chevrolet Silverado 1500,Chevrolet,2020,LT Crew Cab Short Bed 4WD,"38,460","33,241",Newnan, GA,Black,Black,0,1,Personal,22:51:50,"2021,11,01"
4198,Mercedes-Benz C-Class,Mercedes-Benz,2018,C 300 Sedan RWD,"30,873","38,707",Santa Monica, CA,White,Black,0,1,Personal,22:51:50,"2021,11,01"
4199,Dodge Durango,Dodge,2020,GT Plus AWD,"30,600","68,661",Live Oak, TX,Silver,Black,0,1,Personal,22:51:50,"2021,11,01"
4200,Nissan Rogue,Nissan,2018,SV AWD,"21,997","39,426",Newburgh, NY,Black,Black,1,1,Personal,22:51:50,"2021,11,01"
4201,INFINITI Q50,INFINITI,2018,3.0t LUXE RWD,"27,984","29,511",San Diego, CA,White,Gray,0,2,Personal,22:51:50,"2021,11,01"
4202,Toyota Corolla,Toyota,2017,LE CVT,"16,950","61,365",Montclair, CA,White,Gray,1,2,Personal,22:51:50,"2021,11,01"
4203,Ford F-150,Ford,2015,XLT SuperCrew 6.5' Box 4WD,"32,988","30,037",Milwaukie, OR,White,Unknown,0,1,Personal,22:51:53,"2021,11,01"
4204,Toyota Camry,Toyota,2018,L I4 Automatic,"15,988","133,469",Oxnard, CA,White,Gray,0,1,Personal,22:51:53,"2021,11,01"
4205,Mercedes-Benz C-Class,Mercedes-Benz,2018,C 300 Sedan RWD,"29,990","32,299",Blue Mound, TX,Black,Black,0,1,Personal,22:51:53,"2021,11,01"
4206,Chevrolet Impala,Chevrolet,2019,LT with 1LT,"18,995","66,398",Westmont, IL,Silver,Black,0,2,Personal,22:51:53,"2021,11,01"
4207,Ram 1500,Ram,2019,"Big Horn/Lone Star Crew Cab 5'7"" Box 4WD","37,987","29,067",Lansing, KS,Silver,Black,0,1,Personal,22:51:53,"2021,11,01"
4208,Ford Explorer,Ford,2018,XLT 4WD,"24,681","30,315",Lumberton, NJ,White,Gray,0,1,Personal,22:51:53,"2021,11,01"
4209,Toyota Corolla,Toyota,2020,LE CVT,"20,489","53,595",Houston, TX,Silver,Black,0,2,Personal,22:51:53,"2021,11,01"
4210,Ford F-150,Ford,2018,XLT SuperCrew 5.5' Box 4WD,"38,499","80,417",San Angelo, TX,Silver,Unknown,1,1,Fleet,22:51:53,"2021,11,01"
4211,Jeep Wrangler,Jeep,2018,Unlimited Rubicon (JK),"36,355","71,039",Hutto, TX,White,Black,0,1,Personal,22:51:53,"2021,11,01"
4212,Mercedes-Benz C-Class,Mercedes-Benz,2017,C 300 Sedan RWD,"26,320","54,871",Harlingen, TX,Black,Black,0,2,Fleet,22:51:53,"2021,11,01"
4213,Jeep Compass,Jeep,2018,Latitude FWD,"23,250","25,905",Pensacola, FL,Black,Gray,0,1,Personal,22:51:53,"2021,11,01"
4214,Ford F-150,Ford,2018,XLT SuperCrew 5.5' Box 4WD,"40,999","44,047",Pensacola, FL,Black,Gray,0,2,Fleet,22:51:53,"2021,11,01"
4215,Chevrolet Trax,Chevrolet,2020,LS FWD,"18,488","32,145",San Marcos, TX,White,Black,0,1,Personal,22:51:53,"2021,11,01"
4216,Chevrolet Silverado 1500,Chevrolet,2018,LT Crew Cab Short Box 4WD,"33,995","94,918",Sanford, NC,Silver,Black,0,1,Personal,22:51:53,"2021,11,01"
4217,Volkswagen Jetta,Volkswagen,2019,S Automatic,"16,991","70,712",Clermont, FL,White,Black,0,1,Personal,22:51:53,"2021,11,01"
4218,Toyota RAV4,Toyota,2018,XLE FWD,"25,463","22,140",San Bernardino, CA,Gray,Black,0,1,Personal,22:51:53,"2021,11,01"
4219,Ford F-150,Ford,2018,XLT SuperCrew 5.5' Box 4WD,"35,500","49,104",White Marsh, MD,Blue,Black,0,2,Personal,22:51:53,"2021,11,01"
4220,Chevrolet Silverado 1500,Chevrolet,2018,LT Crew Cab Short Box 4WD,"41,128","36,713",Milton, FL,Silver,Black,0,1,Personal,22:51:53,"2021,11,01"
4221,Chevrolet Malibu,Chevrolet,2017,LT with 1LT,"16,800","64,524",Houston, TX,White,Black,2,1,Personal,22:51:53,"2021,11,01"
4222,Ford Focus,Ford,2015,SE Hatchback,"4,888","171,000",Orlando, FL,White,Beige,1,1,Personal,22:51:53,"2021,11,01"
4223,Ford Edge,Ford,2020,SEL AWD,"25,928","45,621",Littleton, CO,White,Black,0,1,Personal,22:51:53,"2021,11,01"
4224,Chevrolet Silverado 1500,Chevrolet,2020,WT Regular Cab Long Bed 2WD,"28,899","9,734",Bradenton, FL,White,Black,0,1,Fleet,22:51:53,"2021,11,01"
4225,Cadillac XT5,Cadillac,2018,FWD Luxury,"31,895","32,776",Miami, FL,Silver,Gray,1,1,Personal,22:51:53,"2021,11,01"
4226,Tesla Model S,Tesla,2018,75D,"58,590","26,152",Blue Mound, TX,Gray,Black,0,1,Personal,22:51:53,"2021,11,01"
4227,Ford F-150,Ford,2018,XLT SuperCrew 5.5' Box 4WD,"30,000","90,165",Woodbridge, VA,Gray,Gray,0,1,Personal,22:51:53,"2021,11,01"
4228,Mercedes-Benz C-Class,Mercedes-Benz,2018,C 300 4MATIC Sedan,"31,995","8,407",Westbury, NY,Black,Unknown,1,1,Personal,22:51:53,"2021,11,01"
4229,Chevrolet Tahoe,Chevrolet,2019,LT RWD,"44,695","63,383",San Antonio, TX,Black,Black,0,1,Personal,22:51:53,"2021,11,01"
4230,Ram 1500,Ram,2020,"Lone Star Crew Cab 5'7"" Box 2WD","42,999","27,012",San Angelo, TX,Gray,Black,1,1,Personal,22:51:53,"2021,11,01"
4231,Ford F-150,Ford,2018,XLT SuperCrew 5.5' Box 4WD,"36,200","68,042",Ellisville, MO,Black,Gray,0,2,Personal,22:51:53,"2021,11,01"
4232,Volkswagen Jetta,Volkswagen,2019,S Automatic,"17,989","35,640",Cicero, NY,White,Black,0,1,Personal,22:51:53,"2021,11,01"
4233,Chevrolet Silverado 1500,Chevrolet,2018,LT Z71 Double Cab Standard Box 4WD,"35,250","37,365",Bellevue, NE,White,Black,0,1,Personal,22:51:55,"2021,11,01"
4234,Volkswagen Jetta,Volkswagen,2019,SEL Automatic,"21,998","38,999",Temple, TX,White,Black,1,1,Personal,22:51:55,"2021,11,01"
4235,Ford F-150,Ford,2016,XL SuperCrew 5.5' Box RWD,"28,000","50,345",Branson West, MO,Black,Gray,0,1,Personal,22:51:55,"2021,11,01"
4236,Ford F-150,Ford,2019,XLT SuperCrew 5.5' Box 4WD,"38,400","30,090",Norman, OK,Gray,Black,0,1,Fleet,22:51:55,"2021,11,01"
4237,Nissan Altima,Nissan,2015,2.5 S,"12,777","95,286",Greenville, SC,White,Black,0,2,Personal,22:51:55,"2021,11,01"
4238,Ford F-150,Ford,2019,XLT SuperCrew 5.5' Box 4WD,"36,998","9,938",Monrovia, CA,Gray,Gray,0,1,Personal,22:51:55,"2021,11,01"
4239,Ford Escape,Ford,2018,SE 4WD,"20,000","60,946",Auburn, IN,White,Black,0,Personal,Personal,22:51:55,"2021,11,01"
4240,Dodge Grand Caravan,Dodge,2019,SXT,"20,994","78,396",Tampa, FL,Gray,Black,0,2,Personal,22:51:55,"2021,11,01"
4241,Toyota Corolla,Toyota,2018,L CVT,"14,485","79,027",Duluth, GA,Black,Unknown,0,1,Fleet,22:51:55,"2021,11,01"
4242,Ford F-150,Ford,2013,SVT Raptor SuperCab 5.5' Box 4WD,"37,995","59,758",Manassas, VA,Black,Black,0,1,Personal,22:51:55,"2021,11,01"
4243,Ford Fusion,Ford,2014,SE FWD,"9,500","167,863",Gilroy, CA,White,Black,0,2,Fleet,22:51:55,"2021,11,01"
